TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber
TXN06256,17-05-2024,828.51,HDFC Bank,ICICI Bank,2771.04,Mumbai,Male,Payment,Success,43:19.0,Tablet,Phone Number,Amazon,Food,36,Instant,INR,1.23457E+11,9.87654E+11
TXN06257,18-06-2024,556.94,SBI Bank,HDFC Bank,9879.46,Delhi,Female,Transfer,Success,53:54.0,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06258,19-07-2024,291.26,ICICI Bank,SBI Bank,5281.42,Bangalore,Male,Payment,Success,10:22.0,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN06259,20-08-2024,1624.52,Axis Bank,Axis Bank,501.68,Hyderabad,Female,Transfer,Success,27:27.0,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06260,21-09-2024,829.16,HDFC Bank,ICICI Bank,1821.16,Mumbai,Male,Payment,Failed,56:31.0,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN06261,22-10-2024,310.78,SBI Bank,HDFC Bank,1050.28,Delhi,Female,Transfer,Success,20:32.0,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06262,23-11-2024,1470.06,ICICI Bank,SBI Bank,4245.18,Bangalore,Male,Payment,Success,56:03.0,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN06263,24-12-2024,1901.37,Axis Bank,Axis Bank,7964.79,Hyderabad,Female,Transfer,Success,11:42.0,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06264,25-01-2024,1183.68,HDFC Bank,ICICI Bank,2094.37,Mumbai,Male,Payment,Success,07:09.0,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
TXN06265,26-02-2024,493.34,SBI Bank,HDFC Bank,3239.34,Delhi,Female,Transfer,Failed,21:33.0,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06266,27-03-2024,1170.66,ICICI Bank,SBI Bank,9754.71,Bangalore,Male,Payment,Success,31:04.0,Laptop,QR Code,Amazon,Food,46,Instant,EUR,1.23457E+11,9.87654E+11
TXN06267,28-04-2024,480.06,Axis Bank,Axis Bank,296.39,Hyderabad,Female,Transfer,Success,07:16.0,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06268,29-05-2024,1818.46,HDFC Bank,ICICI Bank,1289.34,Mumbai,Male,Payment,Success,11:01.0,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,1.23457E+11,9.87654E+11
TXN06269,30-06-2024,860.98,SBI Bank,HDFC Bank,2143.53,Delhi,Female,Transfer,Success,58:28.0,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06270,01-07-2024,318.2,ICICI Bank,SBI Bank,3688.95,Bangalore,Male,Payment,Failed,16:07.0,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,1.23457E+11,9.87654E+11
TXN06271,02-08-2024,1826.32,Axis Bank,Axis Bank,6226.87,Hyderabad,Female,Transfer,Success,20:44.0,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06272,03-09-2024,1963.29,HDFC Bank,ICICI Bank,8121.41,Mumbai,Male,Payment,Success,55:20.0,Laptop,QR Code,Zomato,Travel,52,Instant,INR,1.23457E+11,9.87654E+11
TXN06273,04-10-2024,939.44,SBI Bank,HDFC Bank,3781.19,Delhi,Female,Transfer,Success,20:41.0,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06274,05-11-2024,1647.3,ICICI Bank,SBI Bank,2900.62,Bangalore,Male,Payment,Success,56:52.0,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,1.23457E+11,9.87654E+11
TXN06275,06-12-2024,712.53,Axis Bank,Axis Bank,2012.41,Hyderabad,Female,Transfer,Failed,08:15.0,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06276,07-01-2024,183.85,HDFC Bank,ICICI Bank,4435.55,Mumbai,Male,Payment,Success,26:49.0,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1.23457E+11,9.87654E+11
TXN06277,08-02-2024,1649.7,SBI Bank,HDFC Bank,8974.65,Delhi,Female,Transfer,Success,38:30.0,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06278,09-03-2024,152.49,ICICI Bank,SBI Bank,4320.54,Bangalore,Male,Payment,Success,51:10.0,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,1.23457E+11,9.87654E+11
TXN06279,10-04-2024,1150.49,Axis Bank,Axis Bank,1283.63,Hyderabad,Female,Transfer,Success,01:01.0,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06280,11-05-2024,1850.41,HDFC Bank,ICICI Bank,1676.75,Mumbai,Male,Payment,Failed,49:45.0,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,1.23457E+11,9.87654E+11
TXN06281,12-06-2024,488.13,SBI Bank,HDFC Bank,91.17,Delhi,Female,Transfer,Success,35:45.0,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06282,13-07-2024,332.04,ICICI Bank,SBI Bank,7265.5,Bangalore,Male,Payment,Success,48:03.0,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,1.23457E+11,9.87654E+11
TXN06283,14-08-2024,1659.55,Axis Bank,Axis Bank,8687.66,Hyderabad,Female,Transfer,Success,50:23.0,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06284,15-09-2024,940.24,HDFC Bank,ICICI Bank,4824.56,Mumbai,Male,Payment,Success,12:04.0,Laptop,QR Code,IRCTC,Others,24,Instant,INR,1.23457E+11,9.87654E+11
TXN06285,16-10-2024,18.21,SBI Bank,HDFC Bank,7334.86,Delhi,Female,Transfer,Failed,11:36.0,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06286,17-11-2024,1179.74,ICICI Bank,SBI Bank,7698.4,Bangalore,Male,Payment,Success,40:28.0,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,1.23457E+11,9.87654E+11
TXN06287,18-12-2024,993.23,Axis Bank,Axis Bank,4691.27,Hyderabad,Female,Transfer,Success,13:41.0,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06288,19-01-2024,845.14,HDFC Bank,ICICI Bank,4888.62,Mumbai,Male,Payment,Success,58:10.0,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1.23457E+11,9.87654E+11
TXN06289,20-02-2024,1730.1,SBI Bank,HDFC Bank,1439.02,Delhi,Female,Transfer,Success,25:14.0,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06290,21-03-2024,1989.49,ICICI Bank,SBI Bank,1657.46,Bangalore,Male,Payment,Failed,18:04.0,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,1.23457E+11,9.87654E+11
TXN06291,22-04-2024,1691.35,Axis Bank,Axis Bank,4791.2,Hyderabad,Female,Transfer,Success,04:57.0,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06292,23-05-2024,819.3,HDFC Bank,ICICI Bank,8823.21,Mumbai,Male,Payment,Success,29:00.0,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,1.23457E+11,9.87654E+11
TXN06293,24-06-2024,841.32,SBI Bank,HDFC Bank,6023.62,Delhi,Female,Transfer,Success,04:23.0,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06294,25-07-2024,286.2,ICICI Bank,SBI Bank,5867.48,Bangalore,Male,Payment,Success,01:20.0,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,1.23457E+11,9.87654E+11
TXN06295,26-08-2024,422.91,Axis Bank,Axis Bank,1390.56,Hyderabad,Female,Transfer,Failed,37:50.0,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06296,27-09-2024,298.09,HDFC Bank,ICICI Bank,2354.16,Mumbai,Male,Payment,Success,12:56.0,Laptop,QR Code,Amazon,Food,36,Instant,INR,1.23457E+11,9.87654E+11
TXN06297,28-10-2024,1190.66,SBI Bank,HDFC Bank,2026.17,Delhi,Female,Transfer,Success,29:52.0,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06298,29-11-2024,1136.61,ICICI Bank,SBI Bank,4293.01,Bangalore,Male,Payment,Success,40:14.0,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN06299,30-12-2024,167.9,Axis Bank,Axis Bank,1969.96,Hyderabad,Female,Transfer,Success,33:38.0,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06300,01-01-2024,974.57,HDFC Bank,ICICI Bank,2063.72,Mumbai,Male,Payment,Failed,01:00.0,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN06301,02-02-2024,1837.9,SBI Bank,HDFC Bank,3522.64,Delhi,Female,Transfer,Success,50:21.0,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06302,03-03-2024,371.2,ICICI Bank,SBI Bank,2104.19,Bangalore,Male,Payment,Success,59:22.0,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN06303,04-04-2024,627.11,Axis Bank,Axis Bank,559.9,Hyderabad,Female,Transfer,Success,56:04.0,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06304,05-05-2024,377.45,HDFC Bank,ICICI Bank,8979.96,Mumbai,Male,Payment,Success,09:49.0,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
TXN06305,06-06-2024,1072.76,SBI Bank,HDFC Bank,1814.12,Delhi,Female,Transfer,Failed,36:01.0,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06306,07-07-2024,283.54,ICICI Bank,SBI Bank,8799.34,Bangalore,Male,Payment,Success,34:53.0,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,1.23457E+11,9.87654E+11
TXN06307,08-08-2024,1445.01,Axis Bank,Axis Bank,9255.3,Hyderabad,Female,Transfer,Success,46:48.0,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06308,09-09-2024,284.5,HDFC Bank,ICICI Bank,4731.25,Mumbai,Male,Payment,Success,38:52.0,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,1.23457E+11,9.87654E+11
TXN06309,10-10-2024,1209.89,SBI Bank,HDFC Bank,2027.42,Delhi,Female,Transfer,Success,14:31.0,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06310,11-11-2024,129.52,ICICI Bank,SBI Bank,4558.14,Bangalore,Male,Payment,Failed,33:34.0,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,1.23457E+11,9.87654E+11
TXN06311,12-12-2024,1844.8,Axis Bank,Axis Bank,1003.45,Hyderabad,Female,Transfer,Success,28:09.0,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06312,13-01-2024,1865.46,HDFC Bank,ICICI Bank,6120.7,Mumbai,Male,Payment,Success,25:25.0,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1.23457E+11,9.87654E+11
TXN06313,14-02-2024,721.36,SBI Bank,HDFC Bank,3396.83,Delhi,Female,Transfer,Success,58:24.0,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06314,15-03-2024,1217.13,ICICI Bank,SBI Bank,4819.33,Bangalore,Male,Payment,Success,06:37.0,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,1.23457E+11,9.87654E+11
TXN06315,16-04-2024,1119.55,Axis Bank,Axis Bank,8886.41,Hyderabad,Female,Transfer,Failed,21:59.0,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06316,17-05-2024,250.63,HDFC Bank,ICICI Bank,9215.34,Mumbai,Male,Payment,Success,44:16.0,Tablet,Phone Number,Amazon,Food,56,Instant,INR,1.23457E+11,9.87654E+11
TXN06317,18-06-2024,908.42,SBI Bank,HDFC Bank,936.57,Delhi,Female,Transfer,Success,03:43.0,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06318,19-07-2024,643.23,ICICI Bank,SBI Bank,7076.58,Bangalore,Male,Payment,Success,01:29.0,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,1.23457E+11,9.87654E+11
TXN06319,20-08-2024,1186.55,Axis Bank,Axis Bank,2939.41,Hyderabad,Female,Transfer,Success,25:25.0,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06320,21-09-2024,812.21,HDFC Bank,ICICI Bank,672.4,Mumbai,Male,Payment,Failed,20:37.0,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,1.23457E+11,9.87654E+11
TXN06321,22-10-2024,873.2,SBI Bank,HDFC Bank,1855.2,Delhi,Female,Transfer,Success,15:31.0,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06322,23-11-2024,600.67,ICICI Bank,SBI Bank,9234.01,Bangalore,Male,Payment,Success,23:18.0,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,1.23457E+11,9.87654E+11
TXN06323,24-12-2024,660.96,Axis Bank,Axis Bank,5674.46,Hyderabad,Female,Transfer,Success,08:40.0,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06324,25-01-2024,1182.93,HDFC Bank,ICICI Bank,7066.66,Mumbai,Male,Payment,Success,41:45.0,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1.23457E+11,9.87654E+11
TXN06325,26-02-2024,99,SBI Bank,HDFC Bank,3092.37,Delhi,Female,Transfer,Failed,51:30.0,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06326,27-03-2024,1531.41,ICICI Bank,SBI Bank,4755.75,Bangalore,Male,Payment,Success,49:12.0,Laptop,QR Code,Amazon,Food,26,Instant,EUR,1.23457E+11,9.87654E+11
TXN06327,28-04-2024,762.54,Axis Bank,Axis Bank,9872.87,Hyderabad,Female,Transfer,Success,12:32.0,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06328,29-05-2024,1424.77,HDFC Bank,ICICI Bank,6432.43,Mumbai,Male,Payment,Success,17:01.0,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,1.23457E+11,9.87654E+11
TXN06329,30-06-2024,288.23,SBI Bank,HDFC Bank,6684.52,Delhi,Female,Transfer,Success,36:30.0,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06330,01-07-2024,276.56,ICICI Bank,SBI Bank,3610.53,Bangalore,Male,Payment,Failed,49:23.0,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,1.23457E+11,9.87654E+11
TXN06331,02-08-2024,1432.63,Axis Bank,Axis Bank,3488.18,Hyderabad,Female,Transfer,Success,41:17.0,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06332,03-09-2024,63.71,HDFC Bank,ICICI Bank,8159.64,Mumbai,Male,Payment,Success,00:36.0,Laptop,QR Code,Zomato,Travel,32,Instant,INR,1.23457E+11,9.87654E+11
TXN06333,04-10-2024,788.95,SBI Bank,HDFC Bank,6316.87,Delhi,Female,Transfer,Success,10:16.0,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06334,05-11-2024,949.43,ICICI Bank,SBI Bank,8281.57,Bangalore,Male,Payment,Success,12:44.0,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,1.23457E+11,9.87654E+11
TXN06335,06-12-2024,1664.28,Axis Bank,Axis Bank,6722.29,Hyderabad,Female,Transfer,Failed,04:33.0,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06336,07-01-2024,1849.14,HDFC Bank,ICICI Bank,489.86,Mumbai,Male,Payment,Success,33:22.0,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1.23457E+11,9.87654E+11
TXN06337,08-02-2024,1522.05,SBI Bank,HDFC Bank,3735.75,Delhi,Female,Transfer,Success,51:00.0,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06338,09-03-2024,771.23,ICICI Bank,SBI Bank,905.55,Bangalore,Male,Payment,Success,42:46.0,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN06339,10-04-2024,961.1,Axis Bank,Axis Bank,8985.14,Hyderabad,Female,Transfer,Success,38:17.0,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06340,11-05-2024,425.47,HDFC Bank,ICICI Bank,3628.52,Mumbai,Male,Payment,Failed,24:41.0,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN06341,12-06-2024,531.52,SBI Bank,HDFC Bank,9962.49,Delhi,Female,Transfer,Success,33:21.0,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06342,13-07-2024,1347.4,ICICI Bank,SBI Bank,7750.32,Bangalore,Male,Payment,Success,02:04.0,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN06343,14-08-2024,790.26,Axis Bank,Axis Bank,9114.95,Hyderabad,Female,Transfer,Success,13:57.0,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06344,15-09-2024,327.77,HDFC Bank,ICICI Bank,6420.8,Mumbai,Male,Payment,Success,39:52.0,Laptop,QR Code,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
TXN06345,16-10-2024,391.01,SBI Bank,HDFC Bank,1401,Delhi,Female,Transfer,Failed,31:46.0,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06346,17-11-2024,405.88,ICICI Bank,SBI Bank,3145.96,Bangalore,Male,Payment,Success,55:42.0,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,1.23457E+11,9.87654E+11
TXN06347,18-12-2024,118.96,Axis Bank,Axis Bank,7610.04,Hyderabad,Female,Transfer,Success,46:21.0,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06348,19-01-2024,1705.07,HDFC Bank,ICICI Bank,7807.47,Mumbai,Male,Payment,Success,33:23.0,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1.23457E+11,9.87654E+11
TXN06349,20-02-2024,777.1,SBI Bank,HDFC Bank,663.11,Delhi,Female,Transfer,Success,53:45.0,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06350,21-03-2024,1268.29,ICICI Bank,SBI Bank,1772.94,Bangalore,Male,Payment,Failed,19:32.0,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,1.23457E+11,9.87654E+11
TXN06351,22-04-2024,878.52,Axis Bank,Axis Bank,7717.91,Hyderabad,Female,Transfer,Success,16:47.0,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06352,23-05-2024,340.99,HDFC Bank,ICICI Bank,8582.39,Mumbai,Male,Payment,Success,28:00.0,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,1.23457E+11,9.87654E+11
TXN06353,24-06-2024,235.12,SBI Bank,HDFC Bank,2825.52,Delhi,Female,Transfer,Success,47:39.0,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06354,25-07-2024,963.26,ICICI Bank,SBI Bank,2040.25,Bangalore,Male,Payment,Success,45:20.0,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,1.23457E+11,9.87654E+11
TXN06355,26-08-2024,53.62,Axis Bank,Axis Bank,1447.15,Hyderabad,Female,Transfer,Failed,28:20.0,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06356,27-09-2024,279.24,HDFC Bank,ICICI Bank,3987.62,Mumbai,Male,Payment,Success,37:17.0,Laptop,QR Code,Amazon,Food,56,Instant,INR,1.23457E+11,9.87654E+11
TXN06357,28-10-2024,1066.74,SBI Bank,HDFC Bank,6856.66,Delhi,Female,Transfer,Success,04:36.0,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06358,29-11-2024,1517.72,ICICI Bank,SBI Bank,9752.74,Bangalore,Male,Payment,Success,56:11.0,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,1.23457E+11,9.87654E+11
TXN06359,30-12-2024,1438.31,Axis Bank,Axis Bank,9428.34,Hyderabad,Female,Transfer,Success,29:49.0,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06360,01-01-2024,788.06,HDFC Bank,ICICI Bank,5740.19,Mumbai,Male,Payment,Failed,13:53.0,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,1.23457E+11,9.87654E+11
TXN06361,02-02-2024,707,SBI Bank,HDFC Bank,8160.04,Delhi,Female,Transfer,Success,07:06.0,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06362,03-03-2024,933.98,ICICI Bank,SBI Bank,2530.39,Bangalore,Male,Payment,Success,13:10.0,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,1.23457E+11,9.87654E+11
TXN06363,04-04-2024,532.84,Axis Bank,Axis Bank,9149.03,Hyderabad,Female,Transfer,Success,31:45.0,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06364,05-05-2024,1746.41,HDFC Bank,ICICI Bank,9742.84,Mumbai,Male,Payment,Success,59:11.0,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,1.23457E+11,9.87654E+11
TXN06365,06-06-2024,546.78,SBI Bank,HDFC Bank,3164.14,Delhi,Female,Transfer,Failed,05:12.0,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06366,07-07-2024,475.42,ICICI Bank,SBI Bank,3774.35,Bangalore,Male,Payment,Success,06:48.0,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,1.23457E+11,9.87654E+11
TXN06367,08-08-2024,1282.3,Axis Bank,Axis Bank,3816.51,Hyderabad,Female,Transfer,Success,53:55.0,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06368,09-09-2024,282.14,HDFC Bank,ICICI Bank,9553.44,Mumbai,Male,Payment,Success,38:37.0,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,1.23457E+11,9.87654E+11
TXN06369,10-10-2024,666.44,SBI Bank,HDFC Bank,1181.89,Delhi,Female,Transfer,Success,46:00.0,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06370,11-11-2024,713.27,ICICI Bank,SBI Bank,2164.08,Bangalore,Male,Payment,Failed,09:53.0,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,1.23457E+11,9.87654E+11
TXN06371,12-12-2024,386.5,Axis Bank,Axis Bank,9541.91,Hyderabad,Female,Transfer,Success,26:48.0,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06372,13-01-2024,1372.88,HDFC Bank,ICICI Bank,1771.61,Mumbai,Male,Payment,Success,51:11.0,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,1.23457E+11,9.87654E+11
TXN06373,14-02-2024,1455.21,SBI Bank,HDFC Bank,7399.17,Delhi,Female,Transfer,Success,55:33.0,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06374,15-03-2024,929.15,ICICI Bank,SBI Bank,77.29,Bangalore,Male,Payment,Success,22:12.0,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,1.23457E+11,9.87654E+11
TXN06375,16-04-2024,1157.13,Axis Bank,Axis Bank,1405.87,Hyderabad,Female,Transfer,Failed,00:47.0,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06376,17-05-2024,132.02,HDFC Bank,ICICI Bank,4631.86,Mumbai,Male,Payment,Success,58:43.0,Tablet,Phone Number,Amazon,Food,36,Instant,INR,1.23457E+11,9.87654E+11
TXN06377,18-06-2024,1021.19,SBI Bank,HDFC Bank,950.35,Delhi,Female,Transfer,Success,05:11.0,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06378,19-07-2024,1687.65,ICICI Bank,SBI Bank,1745,Bangalore,Male,Payment,Success,32:33.0,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,1.23457E+11,9.87654E+11
TXN06379,20-08-2024,8.42,Axis Bank,Axis Bank,122.27,Hyderabad,Female,Transfer,Success,04:30.0,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06380,21-09-2024,952.49,HDFC Bank,ICICI Bank,6199.55,Mumbai,Male,Payment,Failed,13:01.0,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,1.23457E+11,9.87654E+11
TXN06381,22-10-2024,254.31,SBI Bank,HDFC Bank,1802.44,Delhi,Female,Transfer,Success,31:35.0,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,1.23457E+11,9.87654E+11
TXN06382,23-11-2024,460.95,ICICI Bank,SBI Bank,6706.81,Bangalore,Male,Payment,Success,58:53.0,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,1.23457E+11,9.87654E+11
TXN06383,24-12-2024,1632.86,Axis Bank,Axis Bank,3562.96,Hyderabad,Female,Transfer,Success,13:46.0,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,1.23457E+11,9.87654E+11
TXN06384,25-01-2024,48.24,HDFC Bank,ICICI Bank,7736.38,Mumbai,Male,Payment,Success,49:54.0,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1.23457E+11,9.87654E+11
